name,gs_id,affiliation,h_index,i10_index,cited_by,pub_count,year,cites,day_added
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2015,7,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2016,17,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2017,25,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2018,29,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2019,37,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2020,61,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2021,43,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2007,12,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2008,22,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2009,33,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2010,65,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2011,80,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2012,93,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2013,124,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2014,123,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2015,148,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2016,174,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2017,218,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2018,254,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2019,283,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2020,370,2021-10-05
Aaron Cook,xiG6moYAAAAJ,"Associate (Adjunct) Professor, University of Kentucky",24,48,2465,145,2021,374,2021-10-05
Abby Bailey,b25DsGsAAAAJ,University of Kentucky,10,10,395,55,2013,1,2021-10-05
Abby Bailey,b25DsGsAAAAJ,University of Kentucky,10,10,395,55,2014,8,2021-10-05
Abby Bailey,b25DsGsAAAAJ,University of Kentucky,10,10,395,55,2015,24,2021-10-05
Abby Bailey,b25DsGsAAAAJ,University of Kentucky,10,10,395,55,2016,23,2021-10-05
Abby Bailey,b25DsGsAAAAJ,University of Kentucky,10,10,395,55,2017,44,2021-10-05
Abby Bailey,b25DsGsAAAAJ,University of Kentucky,10,10,395,55,2018,61,2021-10-05
Abby Bailey,b25DsGsAAAAJ,University of Kentucky,10,10,395,55,2019,65,2021-10-05
Abby Bailey,b25DsGsAAAAJ,University of Kentucky,10,10,395,55,2020,91,2021-10-05
Abby Bailey,b25DsGsAAAAJ,University of Kentucky,10,10,395,55,2021,67,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2012,7,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2013,10,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2014,7,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2015,7,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2016,17,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2017,25,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2018,29,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2019,37,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2020,61,2021-10-05
Adam Sieg,PfbBReoAAAAJ,University of Kentucky,8,8,253,30,2021,43,2021-10-05
Adrienne Matson,j4bMSV4AAAAJ,University of Kentucky College of Pharmacy,2,2,67,2,2010,3,2021-10-05
Adrienne Matson,j4bMSV4AAAAJ,University of Kentucky College of Pharmacy,2,2,67,2,2011,9,2021-10-05
Adrienne Matson,j4bMSV4AAAAJ,University of Kentucky College of Pharmacy,2,2,67,2,2012,9,2021-10-05
Adrienne Matson,j4bMSV4AAAAJ,University of Kentucky College of Pharmacy,2,2,67,2,2013,8,2021-10-05
Adrienne Matson,j4bMSV4AAAAJ,University of Kentucky College of Pharmacy,2,2,67,2,2014,7,2021-10-05
Adrienne Matson,j4bMSV4AAAAJ,University of Kentucky College of Pharmacy,2,2,67,2,2015,5,2021-10-05
Adrienne Matson,j4bMSV4AAAAJ,University of Kentucky College of Pharmacy,2,2,67,2,2016,9,2021-10-05
Adrienne Matson,j4bMSV4AAAAJ,University of Kentucky College of Pharmacy,2,2,67,2,2017,3,2021-10-05
Adrienne Matson,j4bMSV4AAAAJ,University of Kentucky College of Pharmacy,2,2,67,2,2018,3,2021-10-05
Adrienne Matson,j4bMSV4AAAAJ,University of Kentucky College of Pharmacy,2,2,67,2,2019,3,2021-10-05
Adrienne Matson,j4bMSV4AAAAJ,University of Kentucky College of Pharmacy,2,2,67,2,2020,5,2021-10-05
Adrienne Matson,j4bMSV4AAAAJ,University of Kentucky College of Pharmacy,2,2,67,2,2021,1,2021-10-05
Alexander Flannery,rORlI08AAAAJ,University of Kentucky,15,22,640,135,2014,3,2021-10-05
Alexander Flannery,rORlI08AAAAJ,University of Kentucky,15,22,640,135,2015,8,2021-10-05
Alexander Flannery,rORlI08AAAAJ,University of Kentucky,15,22,640,135,2016,15,2021-10-05
Alexander Flannery,rORlI08AAAAJ,University of Kentucky,15,22,640,135,2017,44,2021-10-05
Alexander Flannery,rORlI08AAAAJ,University of Kentucky,15,22,640,135,2018,74,2021-10-05
Alexander Flannery,rORlI08AAAAJ,University of Kentucky,15,22,640,135,2019,107,2021-10-05
Alexander Flannery,rORlI08AAAAJ,University of Kentucky,15,22,640,135,2020,189,2021-10-05
Alexander Flannery,rORlI08AAAAJ,University of Kentucky,15,22,640,135,2021,176,2021-10-05
Alissa Karr,PC80qEkAAAAJ,"Assistant Adjunct Professor, University of Kentucky College of Pharmacy",2,0,10,3,2015,2,2021-10-05
Alissa Karr,PC80qEkAAAAJ,"Assistant Adjunct Professor, University of Kentucky College of Pharmacy",2,0,10,3,2016,1,2021-10-05
Alissa Karr,PC80qEkAAAAJ,"Assistant Adjunct Professor, University of Kentucky College of Pharmacy",2,0,10,3,2017,3,2021-10-05
Alissa Karr,PC80qEkAAAAJ,"Assistant Adjunct Professor, University of Kentucky College of Pharmacy",2,0,10,3,2018,2,2021-10-05
Alissa Karr,PC80qEkAAAAJ,"Assistant Adjunct Professor, University of Kentucky College of Pharmacy",2,0,10,3,2019,2,2021-10-05
Ambika Dudhate,pl_kvwQAAAAJ,Post doctoral scholar,4,3,97,6,2018,3,2021-10-05
Ambika Dudhate,pl_kvwQAAAAJ,Post doctoral scholar,4,3,97,6,2019,15,2021-10-05
Ambika Dudhate,pl_kvwQAAAAJ,Post doctoral scholar,4,3,97,6,2020,31,2021-10-05
Ambika Dudhate,pl_kvwQAAAAJ,Post doctoral scholar,4,3,97,6,2021,47,2021-10-05
Amie Goodin,-04h86QAAAAJ,"Assistant Professor, University of Florida. Pharmaceutical Outcomes & Policy.",15,19,746,126,2013,6,2021-10-05
Amie Goodin,-04h86QAAAAJ,"Assistant Professor, University of Florida. Pharmaceutical Outcomes & Policy.",15,19,746,126,2014,5,2021-10-05
Amie Goodin,-04h86QAAAAJ,"Assistant Professor, University of Florida. Pharmaceutical Outcomes & Policy.",15,19,746,126,2015,25,2021-10-05
Amie Goodin,-04h86QAAAAJ,"Assistant Professor, University of Florida. Pharmaceutical Outcomes & Policy.",15,19,746,126,2016,31,2021-10-05
Amie Goodin,-04h86QAAAAJ,"Assistant Professor, University of Florida. Pharmaceutical Outcomes & Policy.",15,19,746,126,2017,62,2021-10-05
Amie Goodin,-04h86QAAAAJ,"Assistant Professor, University of Florida. Pharmaceutical Outcomes & Policy.",15,19,746,126,2018,87,2021-10-05
Amie Goodin,-04h86QAAAAJ,"Assistant Professor, University of Florida. Pharmaceutical Outcomes & Policy.",15,19,746,126,2019,135,2021-10-05
Amie Goodin,-04h86QAAAAJ,"Assistant Professor, University of Florida. Pharmaceutical Outcomes & Policy.",15,19,746,126,2020,194,2021-10-05
Amie Goodin,-04h86QAAAAJ,"Assistant Professor, University of Florida. Pharmaceutical Outcomes & Policy.",15,19,746,126,2021,194,2021-10-05
Ankita Punetha,5EFwig8AAAAJ,"Postdoctoral Fellow at Rutgers University, United States",6,5,265,17,2009,1,2021-10-05
Ankita Punetha,5EFwig8AAAAJ,"Postdoctoral Fellow at Rutgers University, United States",6,5,265,17,2010,6,2021-10-05
Ankita Punetha,5EFwig8AAAAJ,"Postdoctoral Fellow at Rutgers University, United States",6,5,265,17,2011,9,2021-10-05
Ankita Punetha,5EFwig8AAAAJ,"Postdoctoral Fellow at Rutgers University, United States",6,5,265,17,2012,23,2021-10-05
Ankita Punetha,5EFwig8AAAAJ,"Postdoctoral Fellow at Rutgers University, United States",6,5,265,17,2013,14,2021-10-05
Ankita Punetha,5EFwig8AAAAJ,"Postdoctoral Fellow at Rutgers University, United States",6,5,265,17,2014,13,2021-10-05
Ankita Punetha,5EFwig8AAAAJ,"Postdoctoral Fellow at Rutgers University, United States",6,5,265,17,2015,23,2021-10-05
Ankita Punetha,5EFwig8AAAAJ,"Postdoctoral Fellow at Rutgers University, United States",6,5,265,17,2016,27,2021-10-05
Ankita Punetha,5EFwig8AAAAJ,"Postdoctoral Fellow at Rutgers University, United States",6,5,265,17,2017,42,2021-10-05
Ankita Punetha,5EFwig8AAAAJ,"Postdoctoral Fellow at Rutgers University, United States",6,5,265,17,2018,13,2021-10-05
Ankita Punetha,5EFwig8AAAAJ,"Postdoctoral Fellow at Rutgers University, United States",6,5,265,17,2019,29,2021-10-05
Ankita Punetha,5EFwig8AAAAJ,"Postdoctoral Fellow at Rutgers University, United States",6,5,265,17,2020,37,2021-10-05
Ankita Punetha,5EFwig8AAAAJ,"Postdoctoral Fellow at Rutgers University, United States",6,5,265,17,2021,27,2021-10-05
Ashley Martinez,Zd6yEtsAAAAJ,"Department of Population Medicine, Harvard Medical School",4,1,41,34,2018,1,2021-10-05
Ashley Martinez,Zd6yEtsAAAAJ,"Department of Population Medicine, Harvard Medical School",4,1,41,34,2019,2,2021-10-05
Ashley Martinez,Zd6yEtsAAAAJ,"Department of Population Medicine, Harvard Medical School",4,1,41,34,2020,18,2021-10-05
Ashley Martinez,Zd6yEtsAAAAJ,"Department of Population Medicine, Harvard Medical School",4,1,41,34,2021,20,2021-10-05
Ashley Martinez,Zd6yEtsAAAAJ,"Department of Population Medicine, Harvard Medical School",4,1,41,34,2018,1,2021-10-05
Ashley Martinez,Zd6yEtsAAAAJ,"Department of Population Medicine, Harvard Medical School",4,1,41,34,2019,2,2021-10-05
Ashley Martinez,Zd6yEtsAAAAJ,"Department of Population Medicine, Harvard Medical School",4,1,41,34,2020,18,2021-10-05
Ashley Martinez,Zd6yEtsAAAAJ,"Department of Population Medicine, Harvard Medical School",4,1,41,34,2021,20,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,1998,4,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,1999,6,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2000,8,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2001,13,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2002,3,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2003,17,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2004,20,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2005,15,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2006,12,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2007,19,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2008,22,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2009,19,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2010,38,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2011,35,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2012,52,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2013,48,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2014,44,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2015,57,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2016,48,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2017,40,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2018,49,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2019,30,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2020,48,2021-10-05
Barbara Magnuson Woodward,QUH6i8cAAAAJ,"University of Kentucky Hospital, Professor (Adjunct) UK College of Pharmacy",16,17,702,31,2021,31,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2003,17,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2004,25,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2005,81,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2006,67,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2007,116,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2008,149,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2009,195,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2010,315,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2011,404,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2012,431,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2013,494,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2014,513,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2015,412,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2016,390,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2017,396,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2018,585,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2019,537,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2020,681,2021-10-05
Bjoern Bauer,peEr13wAAAAJ,University of Kentucky,39,45,6429,56,2021,564,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2001,1,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2002,6,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2003,3,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2004,1,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2005,1,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2006,2,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2007,2,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2008,1,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2009,2,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2010,2,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2011,4,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2012,12,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2013,11,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2014,9,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2015,31,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2016,29,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2017,20,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2018,34,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2019,17,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2020,37,2021-10-05
Brian Gardner,BE4gCz8AAAAJ,University of Kentucky,8,8,275,31,2021,35,2021-10-05
Brittany Bissell,hmpj8bYAAAAJ,University of Kentucky,9,9,235,62,2016,3,2021-10-05
Brittany Bissell,hmpj8bYAAAAJ,University of Kentucky,9,9,235,62,2017,2,2021-10-05
Brittany Bissell,hmpj8bYAAAAJ,University of Kentucky,9,9,235,62,2018,13,2021-10-05
Brittany Bissell,hmpj8bYAAAAJ,University of Kentucky,9,9,235,62,2019,31,2021-10-05
Brittany Bissell,hmpj8bYAAAAJ,University of Kentucky,9,9,235,62,2020,74,2021-10-05
Brittany Bissell,hmpj8bYAAAAJ,University of Kentucky,9,9,235,62,2021,102,2021-10-05
Brooke Hudspeth,afUaHB8AAAAJ,University of Kentucky College of Pharmacy,2,1,17,4,2014,1,2021-10-05
Brooke Hudspeth,afUaHB8AAAAJ,University of Kentucky College of Pharmacy,2,1,17,4,2015,1,2021-10-05
Brooke Hudspeth,afUaHB8AAAAJ,University of Kentucky College of Pharmacy,2,1,17,4,2016,2,2021-10-05
Brooke Hudspeth,afUaHB8AAAAJ,University of Kentucky College of Pharmacy,2,1,17,4,2017,5,2021-10-05
Brooke Hudspeth,afUaHB8AAAAJ,University of Kentucky College of Pharmacy,2,1,17,4,2018,8,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,1993,63,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,1994,61,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,1995,24,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,1996,8,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,1997,27,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,1998,27,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,1999,66,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2000,83,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2001,80,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2002,110,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2003,207,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2004,232,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2005,313,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2006,374,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2007,295,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2008,431,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2009,548,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2010,567,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2011,792,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2012,702,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2013,892,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2014,864,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2015,798,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2016,1059,2021-10-05
Chang-Guo Zhan,goBOZO0AAAAJ,"Professor of Pharmaceutical Sciences, University of Kentucky",57,239,13014,497,2017,739,2021-10-05
